sale_id,sale_date,product_id,product_name,category,region,sales_rep,quantity,unit_price,unit_cost,discount,revenue,profit,payment_method
S01014,2024-11-02,P005,Monitor,Electronics,North,Ethan,8,350,150,0.12,2464.0,1408.0,Net Banking
S01015,2024-09-10,P005,Monitor,Electronics,South,Hannah,17,350,150,0.25,4462.5,2550.0,Net Banking
S01016,2024-12-24,P007,Pen Pack,Stationery,South,Diana,2,5,1,0.25,7.5,6.0,Credit Card
S01017,2024-07-19,P003,Keyboard,Electronics,Central,Charlie,16,60,20,0.18,787.2,524.8,Net Banking
S01018,2024-05-24,P007,Pen Pack,Stationery,East,George,16,5,1,0.25,60.0,48.0,UPI
S01019,2024-08-22,P009,Headphones,Electronics,East,Alice,13,150,50,0.02,1911.0,1274.0,UPI
S01020,2024-11-29,P010,Webcam,Electronics,South,Charlie,5,90,30,0.11,400.5,267.0,Credit Card
S01021,2024-12-13,P006,Notebook,Stationery,West,Charlie,19,8,2,0.03,147.44,110.58,UPI
S01022,2024-11-28,P001,Laptop,Electronics,Central,Alice,4,1200,800,0.09,4368.0,1456.0,Net Banking
S01023,2024-05-03,P010,Webcam,Electronics,North,George,14,90,30,0.24,957.6,638.4,Cash
S01024,2024-08-25,P008,Standing Desk,Furniture,North,George,10,500,200,0.17,4150.0,2490.0,Cash
S01025,2024-04-25,P005,Monitor,Electronics,Central,Bob,15,350,150,0.09,4777.5,2730.0,Credit Card
S01026,2024-07-15,P010,Webcam,Electronics,South,Bob,19,90,30,0.25,1282.5,855.0,Cash
S01027,2024-04-04,P007,Pen Pack,Stationery,Central,Bob,10,5,1,0.14,43.0,34.4,Cash
S01028,2024-10-02,P001,Laptop,Electronics,Central,Hannah,13,1200,800,0.14,13416.0,4472.0,Credit Card
S01029,2024-08-16,P004,Desk Chair,Furniture,,Charlie,4,250,100,0.05,950.0,570.0,Net Banking
S01030,2024-01-18,P002,Mouse,Electronics,East,Charlie,2,30,10,0.03,58.2,38.8,Credit Card
S01031,2024-05-07,P002,Mouse,Electronics,North,Charlie,17,30,10,0.07,474.3,316.2,Net Banking
S01032,2024-12-21,P001,Laptop,Electronics,West,Hannah,17,1200,800,0.23,15708.0,5236.0,Net Banking
S01033,2024-05-01,P009,Headphones,Electronics,North,Bob,12,150,50,0.15,1530.0,1020.0,Credit Card
S01034,2024-10-29,P004,Desk Chair,Furniture,South,Charlie,5,250,100,0.07,1162.5,697.5,Net Banking
S01035,2024-07-23,P005,Monitor,Electronics,South,Ethan,5,350,150,0.18,1435.0,820.0,Cash
S01036,2024-11-18,P002,Mouse,Electronics,North,Charlie,9,30,10,0.17,224.1,149.4,Net Banking
S01037,2024-06-10,P004,Desk Chair,Furniture,South,Charlie,12,250,100,0.14,2580.0,1548.0,Cash
S01038,2024-12-16,P007,Pen Pack,Stationery,North,Ethan,1,5,1,0.24,3.8,3.04,Cash
S01039,2024-04-25,P002,Mouse,Electronics,South,Fiona,11,30,10,0.16,277.2,184.8,Net Banking
S01040,2024-03-30,P001,Laptop,Electronics,North,George,4,1200,800,0.09,4368.0,1456.0,Net Banking
S01041,2024-02-20,P010,Webcam,Electronics,Central,Ethan,16,90,30,0.02,1411.2,940.8,Credit Card
S01042,2024-10-09,P003,Keyboard,Electronics,Central,Fiona,11,60,20,0.24,501.6,334.4,Cash
S01043,2024-12-02,P008,Standing Desk,Furniture,South,,19,500,200,0.03,9215.0,5529.0,UPI
S01044,2024-12-13,P003,Keyboard,Electronics,South,Fiona,13,60,20,0.14,670.8,447.2,Cash
S01045,2024-08-07,P008,Standing Desk,Furniture,East,Hannah,6,500,200,0.11,2670.0,1602.0,UPI
S01046,2024-02-09,P005,Monitor,Electronics,North,Fiona,3,350,150,0.24,798.0,456.0,UPI
S01047,2024-01-06,P002,Mouse,Electronics,West,Ethan,6,30,10,0.14,154.8,103.2,Cash
S01048,2024-04-07,P009,Headphones,Electronics,Central,Bob,5,150,50,0.12,660.0,440.0,Credit Card
S01049,2024-12-11,P007,Pen Pack,Stationery,South,Alice,18,5,1,0.19,72.9,58.32,UPI
S01050,2024-09-10,P003,Keyboard,Electronics,West,Fiona,3,60,20,0.09,163.8,109.2,Cash
S01051,2024-05-28,P003,Keyboard,Electronics,North,Diana,12,60,20,0.24,547.2,364.8,Net Banking
S01052,2024-04-21,P008,Standing Desk,Furniture,West,,10,500,200,0.07,4650.0,2790.0,Net Banking
S01053,2024-11-11,P009,Headphones,Electronics,North,Hannah,2,150,50,0.23,231.0,154.0,Cash
S01054,2024-07-24,P006,Notebook,Stationery,South,,10,8,2,0.09,72.8,54.6,Net Banking
S01055,2024-01-04,P001,Laptop,Electronics,West,Charlie,4,1200,800,0.11,4272.0,1424.0,UPI
S01056,2024-10-01,P005,Monitor,Electronics,South,Fiona,8,350,150,0.12,2464.0,1408.0,Net Banking
S01057,2024-01-03,P002,Mouse,Electronics,West,Charlie,15,30,10,0.16,378.0,252.0,Net Banking
S01058,2024-01-17,P004,Desk Chair,Furniture,East,,4,250,100,0.05,950.0,570.0,UPI
S01059,2024-09-10,P004,Desk Chair,Furniture,Central,Bob,16,250,100,0.24,3040.0,1824.0,UPI
S01060,2024-01-11,P006,Notebook,Stationery,North,George,13,8,2,0.13,90.48,67.86,UPI
S01061,2024-08-07,P003,Keyboard,Electronics,East,Diana,12,60,20,0.13,626.4,417.6,Credit Card
S01062,2024-09-18,P007,Pen Pack,Stationery,South,George,16,5,1,0.07,74.4,59.52,UPI
S01063,2024-04-11,P004,Desk Chair,Furniture,West,Diana,9,250,100,0.19,1822.5,1093.5,Cash
S01064,2024-07-24,P002,Mouse,Electronics,South,Charlie,17,30,10,0.15,433.5,289.0,Credit Card
S01065,2024-07-13,P005,Monitor,Electronics,North,Diana,7,350,150,0.23,1886.5,1078.0,Cash
S01066,2024-02-01,P009,Headphones,Electronics,West,Diana,10,150,50,0.18,1230.0,820.0,Cash
S01067,2024-06-12,P001,Laptop,Electronics,South,Fiona,10,1200,800,0.03,11640.0,3880.0,Credit Card
S01068,2024-05-23,P003,Keyboard,Electronics,West,Fiona,2,60,20,0.0,120.0,80.0,Credit Card
S01069,2024-12-08,P007,Pen Pack,Stationery,North,Fiona,6,5,1,0.06,28.2,22.56,Credit Card
S01070,2024-09-27,P009,Headphones,Electronics,Central,Fiona,5,150,50,0.08,690.0,460.0,Net Banking
S01071,2024-03-02,P004,Desk Chair,Furniture,Central,Bob,9,250,100,0.05,2137.5,1282.5,Credit Card
S01072,2024-11-12,P010,Webcam,Electronics,Central,Bob,7,90,30,0.05,598.5,399.0,Net Banking
S01073,2024-04-08,P005,Monitor,Electronics,,Charlie,16,350,150,0.25,4200.0,2400.0,Cash
S01074,2024-11-18,P009,Headphones,Electronics,West,Fiona,9,150,50,0.22,1053.0,702.0,Credit Card
S01075,2024-12-22,P007,Pen Pack,Stationery,East,Alice,3,5,1,0.12,13.2,10.56,UPI
S01076,2024-09-10,P005,Monitor,Electronics,West,Diana,2,350,150,0.24,532.0,304.0,Credit Card
S01077,2024-04-15,P003,Keyboard,Electronics,East,George,15,60,20,0.19,729.0,486.0,UPI
S01078,2024-08-21,P001,Laptop,Electronics,Central,Alice,6,1200,800,0.14,6192.0,2064.0,Net Banking
S01079,2024-09-30,P005,Monitor,Electronics,North,Bob,8,350,150,0.07,2604.0,1488.0,UPI
S01080,2024-01-27,P005,Monitor,Electronics,East,Ethan,2,350,150,0.16,588.0,336.0,UPI
S01081,2024-05-15,P004,Desk Chair,Furniture,Central,Fiona,18,250,100,0.03,4365.0,2619.0,UPI
S01082,2024-05-23,P007,Pen Pack,Stationery,South,Alice,20,5,1,0.07,93.0,74.4,UPI
S01083,2024-11-30,P005,Monitor,Electronics,West,Bob,1,350,150,0.13,304.5,174.0,Net Banking
S01084,2024-11-18,P010,Webcam,Electronics,Central,Fiona,18,90,30,0.05,1539.0,1026.0,Cash
S01085,2024-02-17,P003,Keyboard,Electronics,West,Fiona,15,60,20,0.06,846.0,564.0,Cash
S01086,2024-11-27,P003,Keyboard,Electronics,South,Diana,15,60,20,0.05,855.0,570.0,Net Banking
S01087,2024-02-05,P001,Laptop,Electronics,South,George,10,1200,800,0.04,11520.0,3840.0,UPI
S01088,2024-03-11,P002,Mouse,Electronics,Central,George,14,30,10,0.06,394.8,263.2,Credit Card
S01089,2024-03-08,P010,Webcam,Electronics,North,,4,90,30,0.09,327.6,218.4,UPI
S01090,2024-02-24,P002,Mouse,Electronics,North,Alice,9,30,10,0.04,259.2,172.8,Net Banking
S01091,2024-06-18,P002,Mouse,Electronics,East,Hannah,7,30,10,0.03,203.7,135.8,Cash
S01092,2024-01-23,P003,Keyboard,Electronics,,Bob,8,60,20,0.01,475.2,316.8,Credit Card
S01093,2024-01-13,P009,Headphones,Electronics,South,George,10,150,50,0.03,1455.0,970.0,UPI
S01094,2024-12-17,P007,Pen Pack,Stationery,West,Diana,13,5,1,0.04,62.4,49.92,Credit Card
S01095,2024-06-19,P008,Standing Desk,Furniture,Central,Ethan,6,500,200,0.25,2250.0,1350.0,Credit Card
S01096,2024-11-03,P006,Notebook,Stationery,East,Charlie,3,8,2,0.22,18.72,14.04,UPI
S01097,2024-05-18,P007,Pen Pack,Stationery,North,Ethan,5,5,1,0.22,19.5,15.6,Cash
S01098,2024-12-01,P006,Notebook,Stationery,South,Bob,9,8,2,0.2,57.6,43.2,UPI
S01099,2024-10-22,P006,Notebook,Stationery,North,Hannah,5,8,2,0.1,36.0,27.0,Cash
S01100,2024-06-12,P005,Monitor,Electronics,East,Charlie,5,350,150,0.02,1715.0,980.0,Cash
S01101,2024-07-15,P007,Pen Pack,Stationery,South,Fiona,16,5,1,0.17,66.4,53.12,Cash
S01102,2024-08-03,P009,Headphones,Electronics,Central,Diana,16,150,50,0.13,2088.0,1392.0,UPI
S01103,2024-03-09,P002,Mouse,Electronics,West,Alice,8,30,10,0.09,218.4,145.6,Credit Card
S01104,2024-10-09,P001,Laptop,Electronics,South,Charlie,12,1200,800,0.09,13104.0,4368.0,Cash
S01105,2024-07-12,P004,Desk Chair,Furniture,South,Charlie,7,250,100,0.21,1382.5,829.5,Credit Card
S01106,2024-03-21,P007,Pen Pack,Stationery,Central,Bob,12,5,1,0.01,59.4,47.52,Credit Card
S01107,2024-03-17,P003,Keyboard,Electronics,West,Alice,12,60,20,0.04,691.2,460.8,UPI
S01108,2024-08-15,P008,Standing Desk,Furniture,East,Ethan,5,500,200,0.19,2025.0,1215.0,Credit Card
S01109,2024-09-14,P005,Monitor,Electronics,South,Alice,4,350,150,0.04,1344.0,768.0,UPI
S01110,2024-10-19,P001,Laptop,Electronics,East,Hannah,13,1200,800,0.21,12324.0,4108.0,Net Banking
S01111,2024-04-18,P004,Desk Chair,Furniture,South,Bob,14,250,100,0.23,2695.0,1617.0,Cash
S01112,2024-09-01,P010,Webcam,Electronics,West,Bob,2,90,30,0.05,171.0,114.0,Net Banking
S01113,2024-02-23,P007,Pen Pack,Stationery,North,George,13,5,1,0.04,62.4,49.92,Credit Card
S01114,2024-02-24,P006,Notebook,Stationery,Central,Diana,20,8,2,0.19,129.6,97.2,Credit Card
S01115,2024-05-03,P004,Desk Chair,Furniture,North,Diana,20,250,100,0.0,5000.0,3000.0,Net Banking
S01116,2024-06-10,P002,Mouse,Electronics,,Hannah,19,30,10,0.14,490.2,326.8,Credit Card
S01117,2024-07-19,P005,Monitor,Electronics,East,George,1,350,150,0.25,262.5,150.0,Net Banking
S01118,2024-01-13,P003,Keyboard,Electronics,South,Bob,4,60,20,0.08,220.8,147.2,Cash
S01119,2024-02-10,P008,Standing Desk,Furniture,West,,19,500,200,0.22,7410.0,4446.0,Credit Card
S01120,2024-09-21,P004,Desk Chair,Furniture,Central,Charlie,7,250,100,0.2,1400.0,840.0,Net Banking
S01121,2024-12-30,P008,Standing Desk,Furniture,,George,5,500,200,0.08,2300.0,1380.0,Cash
S01122,2024-02-19,P004,Desk Chair,Furniture,West,Charlie,7,250,100,0.25,1312.5,787.5,Credit Card
S01123,2024-06-09,P003,Keyboard,Electronics,West,Bob,10,60,20,0.14,516.0,344.0,UPI
S01124,2024-12-29,P005,Monitor,Electronics,South,Fiona,6,350,150,0.02,2058.0,1176.0,Cash
S01125,2024-03-04,P005,Monitor,Electronics,South,Hannah,16,350,150,0.24,4256.0,2432.0,Cash
S01126,2024-11-15,P001,Laptop,Electronics,Central,Charlie,12,1200,800,0.21,11376.0,3792.0,Net Banking
S01127,2024-11-13,P006,Notebook,Stationery,North,Ethan,3,8,2,0.17,19.92,14.94,Credit Card
S01128,2024-07-23,P004,Desk Chair,Furniture,Central,Ethan,18,250,100,0.0,4500.0,2700.0,Credit Card
S01129,2024-08-26,P004,Desk Chair,Furniture,Central,Fiona,13,250,100,0.22,2535.0,1521.0,Credit Card
S01130,2024-07-24,P002,Mouse,Electronics,South,George,6,30,10,0.18,147.6,98.4,Net Banking
S01131,2024-02-28,P002,Mouse,Electronics,West,Diana,11,30,10,0.09,300.3,200.2,Net Banking
S01132,2024-10-17,P008,Standing Desk,Furniture,East,Charlie,2,500,200,0.14,860.0,516.0,Credit Card
S01133,2024-01-28,P010,Webcam,Electronics,South,George,13,90,30,0.02,1146.6,764.4,UPI
S01134,2024-07-26,P001,Laptop,Electronics,East,Bob,14,1200,800,0.07,15624.0,5208.0,Credit Card
S01135,2024-02-17,P005,Monitor,Electronics,North,Ethan,15,350,150,0.22,4095.0,2340.0,Cash
S01136,2024-12-18,P006,Notebook,Stationery,Central,George,10,8,2,0.04,76.8,57.6,UPI
S01137,2024-04-11,P007,Pen Pack,Stationery,Central,Alice,12,5,1,0.23,46.2,36.96,Credit Card
S01138,2024-08-22,P010,Webcam,Electronics,,Fiona,20,90,30,0.04,1728.0,1152.0,UPI
S01139,2024-08-18,P008,Standing Desk,Furniture,North,George,11,500,200,0.03,5335.0,3201.0,UPI
S01140,2024-03-26,P008,Standing Desk,Furniture,Central,Diana,19,500,200,0.02,9310.0,5586.0,Cash
S01141,2024-01-09,P004,Desk Chair,Furniture,East,Alice,12,250,100,0.05,2850.0,1710.0,Net Banking
S01142,2024-07-30,P005,Monitor,Electronics,West,Hannah,17,350,150,0.2,4760.0,2720.0,Cash
S01143,2024-08-22,P006,Notebook,Stationery,South,Fiona,12,8,2,0.21,75.84,56.88,Cash
S01144,2024-11-20,P006,Notebook,Stationery,West,George,6,8,2,0.14,41.28,30.96,Net Banking
S01145,2024-11-11,P010,Webcam,Electronics,North,Bob,4,90,30,0.25,270.0,180.0,Cash
S01146,2024-10-24,P002,Mouse,Electronics,Central,Bob,16,30,10,0.19,388.8,259.2,Credit Card
S01147,2024-03-04,P005,Monitor,Electronics,West,George,14,350,150,0.05,4655.0,2660.0,Net Banking
S01148,2024-07-10,P008,Standing Desk,Furniture,,George,14,500,200,0.23,5390.0,3234.0,UPI
S01149,2024-12-10,P009,Headphones,Electronics,West,Ethan,10,150,50,0.07,1395.0,930.0,UPI
S01150,2024-11-03,P001,Laptop,Electronics,Central,,14,1200,800,0.01,16632.0,5544.0,Net Banking
S01151,2024-04-08,P006,Notebook,Stationery,West,Diana,6,8,2,0.24,36.48,27.36,Cash
S01152,2024-07-25,P001,Laptop,Electronics,South,George,19,1200,800,0.11,20292.0,6764.0,Net Banking
S01153,2024-07-19,P009,Headphones,Electronics,Central,Charlie,6,150,50,0.11,801.0,534.0,Net Banking
S01154,2024-01-06,P009,Headphones,Electronics,,Bob,6,150,50,0.24,684.0,456.0,UPI
S01155,2024-03-07,P001,Laptop,Electronics,North,Bob,20,1200,800,0.18,19680.0,6560.0,Cash
S01156,2024-07-12,P006,Notebook,Stationery,South,Ethan,6,8,2,0.06,45.12,33.84,Net Banking
S01157,2024-02-22,P001,Laptop,Electronics,Central,Alice,9,1200,800,0.02,10584.0,3528.0,Credit Card
S01158,2024-02-09,P008,Standing Desk,Furniture,North,Ethan,20,500,200,0.03,9700.0,5820.0,Cash
S01159,2024-11-16,P006,Notebook,Stationery,West,Alice,7,8,2,0.1,50.4,37.8,Credit Card
S01160,2024-06-01,P004,Desk Chair,Furniture,South,Hannah,14,250,100,0.09,3185.0,1911.0,Credit Card
S01161,2024-09-04,P003,Keyboard,Electronics,East,Bob,19,60,20,0.16,957.6,638.4,Credit Card
S01162,2024-01-12,P003,Keyboard,Electronics,Central,Diana,17,60,20,0.19,826.2,550.8,UPI
S01163,2024-12-20,P004,Desk Chair,Furniture,North,Fiona,12,250,100,0.03,2910.0,1746.0,UPI
S01164,2024-08-27,P005,Monitor,Electronics,East,Fiona,9,350,150,0.12,2772.0,1584.0,Cash
S01165,2024-07-20,P007,Pen Pack,Stationery,East,Ethan,17,5,1,0.24,64.6,51.68,Credit Card
S01166,2024-08-04,P010,Webcam,Electronics,West,Hannah,19,90,30,0.08,1573.2,1048.8,Net Banking
S01167,2024-11-19,P006,Notebook,Stationery,East,Diana,20,8,2,0.03,155.2,116.4,Credit Card
S01168,2024-11-05,P008,Standing Desk,Furniture,East,Ethan,6,500,200,0.22,2340.0,1404.0,Net Banking
S01169,2024-05-05,P007,Pen Pack,Stationery,East,George,1,5,1,0.03,4.85,3.88,Credit Card
S01170,2024-12-18,P004,Desk Chair,Furniture,,Bob,12,250,100,0.09,2730.0,1638.0,Credit Card
S01171,2024-05-25,P006,Notebook,Stationery,West,Diana,7,8,2,0.12,49.28,36.96,UPI
S01172,2024-12-15,P009,Headphones,Electronics,West,Bob,7,150,50,0.03,1018.5,679.0,Cash
S01173,2024-05-20,P006,Notebook,Stationery,North,,11,8,2,0.05,83.6,62.7,Cash
S01174,2024-05-25,P002,Mouse,Electronics,North,George,4,30,10,0.11,106.8,71.2,Credit Card
S01175,2024-09-30,P010,Webcam,Electronics,,George,1,90,30,0.23,69.3,46.2,Credit Card
S01176,2024-06-11,P006,Notebook,Stationery,East,George,1,8,2,0.02,7.84,5.88,Net Banking
S01177,2024-09-09,P007,Pen Pack,Stationery,West,Alice,3,5,1,0.14,12.9,10.32,Credit Card
S01178,2024-12-18,P006,Notebook,Stationery,East,Alice,20,8,2,0.03,155.2,116.4,Cash
S01179,2024-01-03,P004,Desk Chair,Furniture,Central,Fiona,6,250,100,0.02,1470.0,882.0,Credit Card
S01180,2024-07-13,P005,Monitor,Electronics,Central,Bob,2,350,150,0.03,679.0,388.0,Net Banking
S01181,2024-07-30,P003,Keyboard,Electronics,Central,Fiona,5,60,20,0.15,255.0,170.0,Cash
S01182,2024-09-04,P002,Mouse,Electronics,East,Hannah,17,30,10,0.13,443.7,295.8,UPI
S01183,2024-12-03,P002,Mouse,Electronics,South,Fiona,9,30,10,0.19,218.7,145.8,UPI
S01184,2024-07-16,P002,Mouse,Electronics,West,Alice,3,30,10,0.24,68.4,45.6,UPI
S01185,2024-12-28,P008,Standing Desk,Furniture,East,Fiona,4,500,200,0.09,1820.0,1092.0,Cash
S01186,2024-11-13,P003,Keyboard,Electronics,West,Fiona,17,60,20,0.03,989.4,659.6,UPI
S01187,2024-11-27,P007,Pen Pack,Stationery,Central,Ethan,7,5,1,0.02,34.3,27.44,Credit Card
S01188,2024-08-23,P003,Keyboard,Electronics,,Diana,15,60,20,0.22,702.0,468.0,UPI
S01189,2024-02-13,P005,Monitor,Electronics,Central,Fiona,1,350,150,0.12,308.0,176.0,Net Banking
S01190,2024-07-08,P007,Pen Pack,Stationery,East,Fiona,7,5,1,0.04,33.6,26.88,Credit Card
S01191,2024-10-31,P001,Laptop,Electronics,South,Ethan,13,1200,800,0.18,12792.0,4264.0,Net Banking
S01192,2024-04-22,P009,Headphones,Electronics,North,Alice,20,150,50,0.12,2640.0,1760.0,Credit Card
S01193,2024-12-24,P001,Laptop,Electronics,Central,Bob,2,1200,800,0.14,2064.0,688.0,Cash
S01194,2024-04-14,P007,Pen Pack,Stationery,South,Ethan,13,5,1,0.03,63.05,50.44,Net Banking
S01195,2024-09-01,P005,Monitor,Electronics,Central,,20,350,150,0.07,6510.0,3720.0,Net Banking
S01196,2024-03-13,P004,Desk Chair,Furniture,West,Charlie,6,250,100,0.08,1380.0,828.0,Credit Card
S01197,2024-12-13,P008,Standing Desk,Furniture,South,Ethan,14,500,200,0.08,6440.0,3864.0,Credit Card
S01198,2024-02-26,P010,Webcam,Electronics,West,Hannah,12,90,30,0.24,820.8,547.2,Credit Card
S01199,2024-03-16,P001,Laptop,Electronics,South,Diana,19,1200,800,0.17,18924.0,6308.0,Credit Card
S01200,2024-05-11,P002,Mouse,Electronics,Central,Hannah,10,30,10,0.2,240.0,160.0,Cash
